id_client,id_group,city,nflag_purchase,time_came
24359544,1,Antwerp,0,5.6.2021
24359406,1,Liege,0,20.01.2024
24359890,1,Antwerp,0,8.1.2020
24361688,1,Antwerp,0,6.2.2020
24356806,1,Antwerp,1,8.2.2021
24359950,0,Antwerp,0,15.06.2025
24358667,0,Brussels,0,1.11.2021
24362484,1,Brussels,1,20.11.2024
24362692,1,Brussels,0,19.12.2025
24361872,1,Ghent,1,28.10.2025
24357429,1,Brussels,0,3.8.2021
24358496,1,Brussels,0,27.03.2024
24361442,1,Brussels,1,5.10.2021
24360845,1,Brussels,1,27.12.2025
24360676,0,Brussels,1,13.09.2024
24357784,1,Antwerp,0,19.04.2024
24361397,0,Brussels,0,2.9.2021
24357747,1,Liege,0,14.05.2025
24360436,0,Antwerp,0,16.12.2025
24357029,0,Antwerp,0,10.2.2021
24362744,1,Leuven,1,18.04.2024
24360181,1,Ghent,0,5.1.2021
24360521,0,Antwerp,0,11.8.2020
24362043,1,Liege,0,12.9.2021
24357957,1,Ghent,1,8.7.2021
24357277,0,Ghent,1,27.04.2024
24362173,1,Brussels,0,24.07.2025
24356876,0,Brussels,1,25.12.2025
24362908,0,Leuven,0,11.7.2021
24357227,0,Antwerp,1,4.8.2021
24361112,1,Liege,0,12.9.2020
24359380,1,Brussels,0,4.4.2021
24361701,0,Brussels,0,30.09.2025
24359284,1,Brussels,1,10.7.2020
24362953,0,Leuven,0,23.02.2025
24360844,1,Ghent,0,22.11.2025
24359394,1,Antwerp,0,31.03.2024
24358793,1,Ghent,1,13.07.2025
24362867,0,Leuven,0,14.02.2024
24362664,1,Ghent,1,15.07.2025
24361464,0,Ghent,0,19.08.2024
24359283,1,Liege,0,18.10.2024
24360777,1,Ghent,1,6.5.2020
24357621,0,Ghent,0,14.02.2025
24358877,0,Brussels,0,30.10.2024
24360332,0,Antwerp,0,1.2.2021
24362632,1,Ghent,0,10.1.2020
24358211,1,Ghent,1,27.07.2025
24362722,0,Leuven,1,13.03.2024
24362806,1,Leuven,1,5.7.2020
24359889,1,Ghent,0,14.04.2025
24360301,1,Brussels,0,10.9.2021
24357049,0,Brussels,0,17.08.2024
24360881,0,Brussels,0,18.10.2025
24360591,0,Liege,0,11.7.2020
24361155,1,Brussels,1,20.09.2025
24361434,1,Antwerp,1,12.8.2021
24362700,1,Liege,0,8.12.2021
24361448,0,Brussels,0,22.12.2025
24359567,0,Brussels,1,17.08.2024
24360990,0,Brussels,1,14.08.2025
24360604,0,Antwerp,0,12.2.2020
24362169,0,Ghent,0,17.04.2025
24361530,0,Brussels,1,13.03.2024
24358026,1,Ghent,0,2.9.2020
24361885,0,Ghent,0,1.2.2021
24357871,0,Brussels,0,5.12.2021
24359012,1,Brussels,0,29.01.2025
24360583,0,Antwerp,0,28.07.2025
24357244,0,Antwerp,0,22.10.2025
24360514,0,Ghent,0,5.11.2021
24360997,0,Liege,0,29.08.2024
24357575,1,Antwerp,1,28.04.2024
24358110,1,Antwerp,0,3.6.2020
24360052,0,Liege,0,13.10.2024
24359783,0,Ghent,0,25.12.2025
24360254,1,Brussels,0,19.04.2024
24357438,1,Ghent,0,12.3.2021
24357443,1,Ghent,0,22.11.2024
24361560,1,Brussels,0,15.04.2025
24357298,1,Ghent,0,27.11.2025
24358098,1,Liege,0,2.11.2021
24358814,0,Brussels,0,22.07.2025
24358598,0,Antwerp,1,5.9.2020
24358076,1,Ghent,0,12.7.2020
24362428,1,Ghent,0,18.10.2024
24362966,1,Leuven,1,10.4.2021
24360543,0,Ghent,0,17.11.2025
24359711,1,Brussels,1,23.10.2024
24362380,1,Antwerp,0,28.06.2024
24360935,1,Antwerp,0,9.7.2020
24360985,0,Antwerp,0,2.12.2021
24357375,0,Brussels,1,9.8.2021
24360402,0,Ghent,0,11.8.2021
24362661,1,Ghent,1,28.01.2024
24363099,1,Leuven,1,30.04.2025
24362418,1,Brussels,0,24.07.2025
24359092,1,Brussels,0,15.09.2025
24358202,1,Antwerp,0,22.10.2024
24361125,1,Antwerp,1,4.11.2021
24359835,1,Antwerp,0,22.04.2025
24359629,0,Ghent,0,3.3.2021
24360102,1,Ghent,0,18.11.2025
24358726,1,Antwerp,0,7.5.2021
24359081,0,Brussels,0,5.1.2020
24359692,0,Brussels,0,31.05.2024
24357631,1,Brussels,1,8.8.2021
24358254,1,Antwerp,0,28.03.2025
24359988,1,Liege,0,1.11.2020
24358403,0,Ghent,0,8.7.2021
24357959,0,Antwerp,0,13.06.2024
24358067,0,Brussels,1,3.10.2021
24362635,0,Brussels,0,24.08.2025
24357960,1,Ghent,0,28.09.2024
24360524,0,Brussels,0,15.10.2024
24359633,0,Brussels,1,1.8.2021
24362932,0,Leuven,0,21.05.2025
24359429,0,Brussels,1,1.6.2021
24361580,1,Liege,0,17.11.2025
24357758,1,Brussels,1,9.10.2021
24361052,0,Liege,0,3.4.2021
24357171,0,Antwerp,1,19.06.2025
24360708,1,Antwerp,0,22.04.2024
24362526,0,Brussels,1,6.9.2021
24360376,0,Antwerp,0,5.11.2021
24362204,0,Ghent,0,10.10.2021
24362603,0,Antwerp,0,9.7.2020
24358900,1,Ghent,0,27.10.2024
24360804,1,Liege,0,26.11.2024
24362436,1,Brussels,0,21.01.2024
24362970,1,Leuven,1,27.12.2025
24361899,0,Liege,0,29.03.2024
24357574,1,Brussels,0,4.6.2021
24358748,1,Brussels,0,27.10.2024
24358413,1,Brussels,0,15.05.2025
24358167,1,Brussels,0,23.07.2025
24357120,1,Antwerp,1,9.5.2021
24357767,0,Antwerp,0,22.01.2024
24358056,0,Brussels,0,24.01.2024
24357176,1,Brussels,0,17.08.2024
24359522,0,Antwerp,0,26.02.2025
24362943,0,Leuven,0,17.08.2025
24361117,1,Brussels,1,18.01.2025
24361364,0,Brussels,0,4.10.2020
24361529,1,Antwerp,0,5.6.2021
24359219,1,Brussels,0,19.06.2025
24357105,1,Ghent,0,23.11.2025
24359558,1,Ghent,1,20.03.2024
24357893,0,Antwerp,0,23.03.2025
24361054,1,Antwerp,0,25.08.2025
24359571,1,Brussels,0,7.9.2020
24361179,1,Antwerp,0,27.02.2025
24361565,0,Brussels,1,21.08.2025
24359967,0,Brussels,0,11.4.2020
24362516,0,Antwerp,1,16.04.2024
24361556,0,Antwerp,0,2.8.2021
24361411,0,Brussels,0,9.2.2021
24357255,0,Ghent,1,7.5.2021
24362799,1,Leuven,1,29.09.2024
24361389,0,Brussels,0,23.04.2024
24360792,1,Brussels,1,19.06.2024
24358033,0,Antwerp,0,21.08.2025
24358655,1,Liege,1,5.1.2021
24358404,0,Antwerp,1,10.1.2021
24357316,0,Liege,0,13.08.2024
24359024,1,Brussels,1,30.05.2025
24359295,1,Ghent,0,24.01.2025
24358381,1,Antwerp,1,21.06.2024
24360574,1,Brussels,0,7.6.2020
24363103,0,Leuven,0,8.12.2021
24360848,0,Antwerp,1,12.1.2021
24360103,0,Ghent,0,18.01.2024
24361414,1,Liege,0,14.10.2024
24359171,1,Ghent,0,30.07.2025
24357987,1,Brussels,0,28.06.2025
24357629,0,Liege,0,15.06.2024
24361023,1,Liege,0,4.1.2020
24359270,1,Ghent,0,16.01.2025
24362431,1,Liege,0,2.10.2020
24359089,1,Brussels,0,23.08.2025
24361410,0,Ghent,1,22.12.2024
24362471,0,Antwerp,1,10.6.2021
24359017,1,Liege,0,23.08.2025
24357318,0,Ghent,0,22.06.2025
24362111,1,Liege,1,29.05.2025
24361360,1,Brussels,1,7.7.2020
24359255,0,Antwerp,0,3.9.2021
24357401,1,Liege,0,11.11.2020
24356994,0,Ghent,0,28.05.2024
24357946,1,Liege,1,11.10.2020
24357660,0,Ghent,0,9.1.2020
24357990,0,Ghent,0,26.04.2024
24357287,1,Ghent,0,23.08.2025
24361751,0,Brussels,0,27.01.2025
24359826,0,Antwerp,0,12.7.2020
24359516,1,Antwerp,0,24.03.2025
24357970,1,Antwerp,0,26.12.2025
24357737,0,Brussels,0,10.8.2021
24360446,0,Brussels,0,6.8.2020
24362118,1,Antwerp,0,1.6.2020
24357852,0,Brussels,0,21.01.2025
24359137,1,Brussels,0,31.07.2024
24357533,1,Ghent,0,28.02.2025
24357434,0,Ghent,0,20.02.2025
24360937,0,Antwerp,0,4.12.2021
24361991,1,Ghent,0,10.10.2021
24360800,0,Brussels,0,3.12.2021
24362401,1,Brussels,0,1.12.2021
24361328,0,Antwerp,1,10.5.2021
24361273,0,Brussels,0,4.2.2021
24361072,1,Brussels,0,13.10.2025
24359327,0,Antwerp,0,28.01.2025
24363075,0,Leuven,1,14.05.2025
24358001,0,Liege,1,25.12.2025
24357075,0,Antwerp,0,2.11.2021
24356793,1,Antwerp,0,18.07.2024
24360313,0,Ghent,0,12.6.2021
24359290,1,Antwerp,0,21.05.2025
24363116,0,Leuven,0,23.01.2025
24362996,0,Leuven,1,24.04.2025
24357353,0,Brussels,0,13.06.2025
24361906,1,Ghent,0,11.10.2021
24357128,0,Ghent,1,10.5.2021
24360244,1,Antwerp,0,5.12.2020
24362373,1,Liege,0,31.10.2025
24360059,1,Brussels,0,16.01.2024
24362296,1,Brussels,0,20.11.2025
24361013,1,Liege,0,28.09.2024
24357113,1,Ghent,0,18.04.2025
24360360,0,Antwerp,1,18.04.2025
24359506,0,Antwerp,1,9.3.2020
24362039,0,Brussels,0,4.1.2021
24361650,0,Brussels,0,13.01.2025
24360754,1,Ghent,0,25.12.2024
24359090,0,Brussels,0,2.4.2020
24358388,1,Brussels,0,12.6.2021
24361451,1,Ghent,0,30.05.2024
24361568,1,Liege,1,23.02.2024
24360962,0,Liege,0,18.09.2025
24356968,0,Liege,0,11.3.2020
24357206,0,Brussels,1,19.08.2024
24361567,0,Antwerp,1,8.6.2021
24356894,0,Brussels,0,17.02.2025
24359823,1,Brussels,0,22.06.2025
24357177,0,Brussels,0,15.03.2024
24358552,0,Liege,0,21.02.2025
24359543,0,Liege,0,28.08.2025
24358339,1,Antwerp,0,2.4.2020
24359554,1,Ghent,0,29.03.2024
24360802,1,Brussels,0,15.02.2025
24357902,1,Liege,0,5.9.2021
24362793,1,Leuven,1,29.11.2024
24362902,0,Leuven,0,21.06.2024
24359877,1,Brussels,0,24.08.2025
24361358,1,Antwerp,0,15.07.2025
24356949,1,Ghent,0,15.05.2024
24361057,1,Antwerp,1,10.12.2021
24357744,1,Antwerp,0,30.04.2024
24360783,0,Brussels,0,10.11.2021
24361492,1,Ghent,1,15.08.2025
24357921,1,Ghent,1,4.3.2020
24360081,0,Brussels,0,12.4.2020
24362054,0,Ghent,0,10.4.2021
24360106,1,Antwerp,1,8.4.2021
24361245,1,Brussels,0,26.03.2024
24362366,0,Brussels,0,25.09.2025
24360088,1,Ghent,0,2.10.2021
24362764,1,Leuven,1,24.08.2024
24361151,0,Ghent,1,2.9.2021
24358318,1,Brussels,0,29.11.2025
24356839,0,Brussels,1,29.04.2025
24362818,0,Leuven,0,9.4.2020
24361664,0,Ghent,1,11.7.2020
24361334,1,Antwerp,0,30.08.2024
24362885,0,Leuven,1,25.04.2024
24360079,0,Liege,1,8.7.2021
24359192,1,Antwerp,0,17.03.2024
24360954,0,Ghent,0,15.04.2024
24358734,0,Ghent,1,21.05.2024
24361254,0,Brussels,0,16.12.2025
24358159,0,Brussels,1,22.07.2025
24362223,0,Ghent,0,18.02.2024
24357085,1,Liege,1,30.10.2024
24358972,0,Brussels,0,27.07.2025
24357347,0,Antwerp,1,13.10.2025
24363126,0,Leuven,0,5.4.2021
24360404,0,Antwerp,0,14.01.2025
24357198,1,Antwerp,0,6.12.2021
24360798,0,Antwerp,1,28.05.2024
24357555,0,Brussels,1,15.05.2025
24359949,0,Liege,0,22.05.2024
24359840,1,Liege,0,16.05.2024
24361366,1,Liege,0,30.04.2024
24358460,0,Brussels,1,27.10.2025
24362497,0,Brussels,0,3.12.2021
24362400,1,Brussels,0,26.01.2025
24359347,1,Ghent,0,10.8.2020
24362213,0,Brussels,0,19.04.2024
24361956,0,Liege,1,24.05.2025
24356948,0,Brussels,0,26.04.2025
24358104,1,Brussels,1,8.6.2021
24360993,0,Ghent,0,6.11.2021
24358942,0,Brussels,0,4.8.2021
24362506,0,Ghent,0,17.05.2024
24361598,0,Ghent,0,5.12.2020
24360934,1,Antwerp,0,7.6.2021
24357869,1,Antwerp,0,12.7.2020
24361059,0,Brussels,0,22.02.2025
24359947,0,Brussels,0,22.02.2025
24361681,0,Antwerp,1,4.12.2020
24359537,0,Brussels,0,21.11.2025
24357999,1,Brussels,0,21.01.2025
24357974,1,Brussels,0,26.12.2025
24363044,0,Leuven,0,1.6.2021
24361531,0,Liege,0,7.7.2020
24357345,0,Brussels,0,6.8.2021
24361894,1,Brussels,0,22.12.2024
24362978,1,Leuven,1,22.02.2025
24361563,1,Brussels,1,12.3.2021
24357036,0,Brussels,0,15.07.2025
24358522,0,Antwerp,1,11.8.2020
24363157,0,Leuven,0,17.04.2025
24358808,0,Liege,0,18.05.2025
24357041,0,Liege,1,18.09.2025
24360500,0,Liege,0,29.04.2024
24359462,0,Brussels,1,20.09.2025
24358257,1,Liege,0,14.01.2025
24360314,1,Ghent,0,31.01.2024
24359894,0,Antwerp,0,20.05.2024
24362685,1,Liege,0,20.01.2024
24358186,0,Brussels,0,14.09.2024
24357895,1,Antwerp,0,31.10.2025
24359675,0,Brussels,0,23.08.2025
24361773,0,Brussels,1,11.9.2021
24363143,0,Leuven,0,26.11.2025
24360427,1,Liege,1,11.12.2020
24358759,0,Ghent,0,14.09.2024
24363066,0,Leuven,0,10.2.2021
24361363,0,Brussels,0,1.6.2021
24363102,1,Leuven,1,4.6.2021
24357265,1,Ghent,0,8.7.2020
24360556,1,Antwerp,1,10.9.2021
24360030,0,Liege,0,1.3.2020
24358238,0,Liege,0,18.09.2025
24358443,1,Brussels,0,9.7.2021
24360470,1,Ghent,1,22.03.2024
24361467,1,Brussels,0,30.06.2025
24361605,1,Antwerp,1,12.11.2020
24357440,1,Brussels,0,15.01.2025
24361679,1,Liege,0,26.10.2024
24360224,0,Antwerp,0,18.03.2024
24357770,1,Antwerp,0,14.01.2025
24358351,1,Brussels,0,10.2.2020
24358718,1,Liege,0,21.03.2024
24359667,1,Antwerp,0,20.09.2024
24362729,0,Leuven,0,31.07.2024
24361865,1,Ghent,0,19.05.2024
24358627,0,Antwerp,0,23.03.2025
24362607,1,Liege,1,21.06.2024
24360793,0,Antwerp,0,22.04.2024
24363110,1,Leuven,1,12.3.2021
24359891,0,Brussels,0,9.11.2021
24362312,1,Liege,0,5.8.2021
24359087,1,Antwerp,0,21.04.2025
24357300,0,Liege,1,24.01.2025
24359670,1,Antwerp,1,8.7.2020
24362584,0,Brussels,0,31.10.2024
24360527,1,Brussels,1,18.01.2025
24358148,1,Antwerp,0,26.12.2025
24359044,1,Brussels,0,22.02.2025
24357331,1,Ghent,0,24.12.2024
24361732,0,Brussels,0,9.4.2021
24357218,0,Brussels,0,13.06.2024
24358454,1,Antwerp,0,13.02.2025
24360040,1,Ghent,1,28.04.2024
24357578,0,Brussels,0,3.12.2021
24361710,1,Ghent,1,20.02.2025
24363167,0,Leuven,0,25.03.2025
24357512,1,Liege,0,10.1.2020
24358023,1,Liege,1,30.10.2024
24358441,0,Brussels,0,25.04.2025
24357464,1,Ghent,0,20.03.2025
24361807,1,Brussels,0,21.07.2024
24358480,1,Brussels,0,4.2.2021
24358922,1,Ghent,1,12.6.2021
24359694,0,Liege,0,7.11.2021
24362710,0,Brussels,0,12.12.2020
24359993,0,Ghent,1,26.11.2024
24360628,0,Brussels,1,19.09.2025
24361592,1,Brussels,0,21.11.2024
24356999,1,Antwerp,1,2.2.2021
24358219,1,Brussels,0,14.07.2025
24362650,0,Antwerp,1,14.07.2025
24360171,0,Liege,0,22.09.2025
24359243,1,Brussels,1,4.1.2021
24357404,1,Brussels,0,14.09.2024
24360395,1,Brussels,1,5.6.2021
24358596,0,Antwerp,0,21.07.2025
24362800,0,Leuven,0,3.7.2020
24358335,1,Antwerp,0,23.11.2024
24357483,1,Brussels,0,10.10.2021
24357787,1,Ghent,1,6.3.2020
24359693,0,Brussels,0,13.10.2025
24361471,0,Brussels,0,9.12.2021
24361212,1,Ghent,1,28.02.2024
24361459,1,Liege,1,17.04.2024
24358992,0,Antwerp,1,8.12.2021
24360693,1,Liege,1,1.5.2020
24358328,0,Brussels,0,2.4.2021
24362741,0,Leuven,0,1.8.2020
24363164,1,Leuven,0,29.08.2025
24362365,0,Brussels,0,9.1.2021
24362639,1,Antwerp,0,27.10.2024
24361202,0,Antwerp,0,15.02.2025
24357222,1,Liege,1,29.07.2025
24361677,0,Antwerp,0,26.06.2025
24361871,1,Antwerp,1,30.03.2024
24360460,1,Brussels,1,17.10.2024
24358836,1,Antwerp,0,16.03.2025
24361729,1,Brussels,1,18.06.2025
24361790,1,Brussels,1,2.8.2021
24358015,1,Antwerp,0,2.9.2021
24360285,1,Liege,1,14.03.2025
24358068,1,Liege,0,21.06.2024
24362994,1,Leuven,0,8.9.2021
24359598,0,Ghent,0,23.09.2024
24360230,1,Brussels,0,27.07.2025
24359252,1,Brussels,0,19.05.2024
24360723,1,Antwerp,0,26.08.2025
24357640,0,Ghent,1,12.2.2021
24360066,0,Brussels,1,25.06.2025
24357152,1,Brussels,0,3.5.2021
24361021,1,Ghent,0,8.12.2021
24361911,0,Liege,0,1.11.2020
24357358,1,Antwerp,0,14.09.2025
24360655,1,Ghent,0,16.12.2025
24357196,0,Ghent,0,27.05.2024
24362531,0,Liege,0,18.11.2025
24357717,1,Liege,1,6.7.2021
24359359,1,Liege,0,20.11.2024
24360471,0,Brussels,0,6.12.2021
24359365,0,Ghent,0,12.8.2020
24360057,0,Brussels,0,4.4.2021
24359111,1,Antwerp,1,29.03.2025
24357998,0,Ghent,0,2.6.2020
24359718,1,Brussels,0,18.10.2025
24359594,0,Liege,0,24.12.2024
24357890,1,Antwerp,1,15.08.2024
24356834,1,Antwerp,1,31.08.2024
24359476,1,Liege,1,22.10.2025
24363013,0,Leuven,0,13.08.2025
24359030,1,Brussels,1,22.06.2024
24361791,1,Brussels,0,30.11.2025
24359673,1,Antwerp,0,1.12.2021
24358139,0,Antwerp,1,22.07.2025
24358745,1,Antwerp,0,23.03.2024
24358478,0,Antwerp,0,6.2.2020
24362280,0,Liege,0,5.4.2021
24359104,0,Brussels,0,11.10.2021
24362605,1,Antwerp,0,17.11.2025
24357293,1,Antwerp,0,30.08.2024
24361591,1,Antwerp,0,15.09.2025
24360980,1,Antwerp,1,10.10.2021
24359078,1,Brussels,0,11.7.2021
24358382,1,Antwerp,0,12.4.2020
24361686,0,Ghent,0,28.03.2025
24358889,0,Ghent,0,23.12.2025
24362536,1,Brussels,0,23.05.2025
24357817,1,Liege,0,21.09.2024
24358766,1,Brussels,0,11.9.2020
24358800,1,Ghent,0,16.01.2024
24361642,1,Antwerp,0,14.11.2024
24358909,1,Ghent,0,21.11.2024
24357702,1,Brussels,1,3.11.2020
24361883,1,Brussels,0,8.3.2021
24361089,1,Antwerp,0,17.12.2024
24362942,1,Leuven,0,6.2.2021
24361099,1,Antwerp,0,10.4.2021
24360419,1,Ghent,0,19.04.2024
24362284,1,Liege,1,16.07.2024
24359861,0,Liege,0,8.6.2021
